country_code,country,strategy,mode,period,status,statistically_insufficient,start,end,months,annualized_std,annualized_energy,annualized_delta,volatility_std,volatility_energy,volatility_delta,sharpe_std,sharpe_energy,sharpe_delta,calmar_std,calmar_energy,calmar_delta,maxDrawdown_std,maxDrawdown_energy,maxDrawdown_delta,currentDrawdown_std,currentDrawdown_energy,currentDrawdown_delta,maxUnderwaterMonths_std,maxUnderwaterMonths_energy,maxUnderwaterMonths_delta,bestYear_std,bestYear_energy,bestYear_delta,worstYear_std,worstYear_energy,worstYear_delta,delta_annualized_net_10bps,delta_annualized_net_25bps,delta_annualized_net_50bps
CN,Chine,dynamic,nominal,common,ok,false,2010-11,2026-06,188,6.040524,6.680957,0.640433,9.134909,8.854582,-0.280327,0.297708,0.379461,0.081753,0.335457,0.363,0.027543,-18.006841,-18.404828,-0.397986,-13.287029,-9.480072,3.806957,50,44,-6,33.315207,28.228294,-5.086913,-13.085617,-12.650847,0.43477,0.603515,0.548137,0.455841
CN,Chine,dynamic,real,common,ok,false,2010-11,2026-06,188,4.21794,4.847365,0.629425,9.294078,9.042396,-0.251682,0.287581,0.365193,0.077613,0.183806,0.205986,0.02218,-22.947815,-23.53248,-0.584665,-12.944378,-9.122378,3.822,60,59,-1,32.233309,27.187677,-5.045631,-15.204612,-14.780441,0.424171,0.592507,0.53713,0.444834
CN,Chine,dynamic,nominal,20y,insufficient_history,true,2010-11,2026-06,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Chine,dynamic,real,20y,insufficient_history,true,2010-11,2026-06,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Chine,dynamic,nominal,10y,ok,false,2016-06,2026-06,121,7.797773,8.739721,0.941948,7.257133,6.671918,-0.585215,0.715249,0.919167,0.203918,0.586871,0.921904,0.335033,-13.287029,-9.480072,3.806957,-13.287029,-9.480072,3.806957,31,15,-16,33.315207,28.228294,-5.086913,-3.181599,0.396001,3.5776,0.903862,0.846733,0.751517
CN,Chine,dynamic,real,10y,ok,false,2016-06,2026-06,121,6.319899,7.248933,0.929034,7.400534,6.873355,-0.527179,0.691774,0.879997,0.188223,0.488235,0.794632,0.306397,-12.944378,-9.122378,3.822,-12.944378,-9.122378,3.822,35,19,-16,32.233309,27.187677,-5.045631,-4.016818,-1.48937,2.527449,0.890948,0.833819,0.738604
CN,Chine,dynamic,nominal,5y,ok,false,2021-06,2026-06,61,10.471868,11.322136,0.850268,7.907919,6.99511,-0.912809,1.071339,1.332693,0.261353,0.788127,1.194309,0.406182,-13.287029,-9.480072,3.806957,-13.287029,-9.480072,3.806957,10,5,-5,33.315207,28.228294,-5.086913,-3.181599,0.561129,3.742728,0.814002,0.759604,0.66894
CN,Chine,dynamic,real,5y,ok,false,2021-06,2026-06,61,9.686402,10.530625,0.844223,7.914589,7.04459,-0.869999,1.062826,1.313923,0.251098,0.74831,1.154373,0.406063,-12.944378,-9.122378,3.822,-12.944378,-9.122378,3.822,14,7,-7,32.233309,27.187677,-5.045631,-3.663986,0.060095,3.72408,0.807957,0.753558,0.662894
CN,Chine,binary,nominal,common,ok,false,2010-11,2026-06,188,6.03245,6.802227,0.769777,10.107773,9.67854,-0.429233,0.268255,0.359687,0.091431,0.311522,0.347155,0.035633,-19.364454,-19.594218,-0.229764,-15.675411,-11.585244,4.090167,59,50,-9,35.288249,29.905437,-5.382812,-12.763981,-12.80314,-0.039159,0.732783,0.677293,0.58481
CN,Chine,binary,real,common,ok,false,2010-11,2026-06,188,4.210005,4.966551,0.756546,10.295132,9.8882,-0.406931,0.258847,0.346009,0.087162,0.178927,0.203363,0.024436,-23.529158,-24.422095,-0.892938,-15.342199,-11.235869,4.10633,61,61,0,34.190339,28.85121,-5.339129,-14.890817,-14.929022,-0.038205,0.719553,0.664063,0.57158
CN,Chine,binary,nominal,20y,insufficient_history,true,2010-11,2026-06,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Chine,binary,real,20y,insufficient_history,true,2010-11,2026-06,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN,Chine,binary,nominal,10y,ok,false,2016-06,2026-06,121,8.114012,9.114478,1.000466,8.461171,7.719534,-0.741636,0.650844,0.842974,0.19213,0.517627,0.786732,0.269105,-15.675411,-11.585244,4.090167,-15.675411,-11.585244,4.090167,30,17,-13,35.288249,29.905437,-5.382812,-4.87694,-0.92946,3.947481,0.968913,0.921583,0.8427
CN,Chine,binary,real,10y,ok,false,2016-06,2026-06,121,6.631803,7.618553,0.98675,8.59007,7.892344,-0.697726,0.632288,0.813212,0.180924,0.432259,0.678056,0.245797,-15.342199,-11.235869,4.10633,-15.342199,-11.235869,4.10633,40,19,-21,34.190339,28.85121,-5.339129,-5.350881,-1.946905,3.403975,0.955197,0.907867,0.828983
CN,Chine,binary,nominal,5y,ok,false,2021-06,2026-06,61,11.047644,11.7148,0.667155,8.685209,7.434274,-1.250935,1.041753,1.306785,0.265032,0.704775,1.011183,0.306407,-15.675411,-11.585244,4.090167,-15.675411,-11.585244,4.090167,8,7,-1,35.288249,29.905437,-5.382812,-4.87694,-0.92946,3.947481,0.642058,0.604411,0.541667
CN,Chine,binary,real,5y,ok,false,2021-06,2026-06,61,10.258085,10.920497,0.662412,8.720852,7.495303,-1.22555,1.030118,1.286929,0.256811,0.668619,0.971932,0.303313,-15.342199,-11.235869,4.10633,-15.342199,-11.235869,4.10633,19,7,-12,34.190339,28.85121,-5.339129,-5.350881,-1.423068,3.927813,0.637314,0.599668,0.536923
DE,Allemagne,dynamic,nominal,common,ok,false,2002-11,2026-06,284,7.544114,8.555991,1.011878,7.428164,7.23743,-0.190734,0.847702,1.009854,0.162152,0.603351,0.673497,0.070146,-12.503694,-12.703836,-0.200142,-11.635826,-7.39628,4.239546,27,27,0,27.744767,23.373591,-4.371176,-7.837308,-8.009321,-0.172014,0.978568,0.928604,0.845331
DE,Allemagne,dynamic,real,common,ok,false,2002-11,2026-06,284,5.403398,6.395134,0.991736,7.636238,7.345086,-0.291152,0.80819,0.975246,0.167056,0.413835,0.482442,0.068607,-13.056885,-13.255762,-0.198877,-12.978962,-8.803857,4.175105,42,30,-12,25.454314,21.161513,-4.292801,-9.211405,-9.380854,-0.169449,0.958426,0.908462,0.825189
DE,Allemagne,dynamic,nominal,20y,ok,false,2006-06,2026-06,241,7.535248,8.242056,0.706808,7.871069,7.571331,-0.299737,0.823431,0.949382,0.125952,0.602642,0.648785,0.046143,-12.503694,-12.703836,-0.200142,-11.635826,-7.39628,4.239546,27,27,0,27.744767,23.373591,-4.371176,-7.837308,-8.009321,-0.172014,0.672919,0.622085,0.537363
DE,Allemagne,dynamic,real,20y,ok,false,2006-06,2026-06,241,5.349642,6.042085,0.692443,8.072692,7.673499,-0.399193,0.786547,0.917703,0.131156,0.409718,0.455808,0.04609,-13.056885,-13.255762,-0.198877,-12.978962,-8.803857,4.175105,42,30,-12,25.454314,21.161513,-4.292801,-9.211405,-9.380854,-0.169449,0.658553,0.60772,0.522997
DE,Allemagne,dynamic,nominal,10y,ok,false,2016-06,2026-06,121,8.629744,9.837648,1.207905,7.591542,6.911017,-0.680525,1.036393,1.313226,0.276833,0.741653,1.330081,0.588428,-11.635826,-7.39628,4.239546,-11.635826,-7.39628,4.239546,19,8,-11,27.744767,23.373591,-4.371176,-4.146169,-1.480471,2.665698,1.170653,1.114777,1.021649
DE,Allemagne,dynamic,real,10y,ok,false,2016-06,2026-06,121,5.711309,6.886762,1.175453,7.875165,7.042899,-0.832266,0.972227,1.254015,0.281788,0.440044,0.782244,0.3422,-12.978962,-8.803857,4.175105,-12.978962,-8.803857,4.175105,42,22,-20,25.454314,21.161513,-4.292801,-7.556303,-3.080788,4.475516,1.138202,1.082325,0.989198
DE,Allemagne,dynamic,nominal,5y,ok,false,2021-06,2026-06,61,11.200464,12.371171,1.170707,8.066185,6.980001,-1.086184,1.145335,1.491288,0.345953,0.962584,1.672621,0.710036,-11.635826,-7.39628,4.239546,-11.635826,-7.39628,4.239546,8,8,0,27.744767,23.373591,-4.371176,-1.034989,2.874715,3.909704,1.140739,1.095788,1.020868
DE,Allemagne,dynamic,real,5y,ok,false,2021-06,2026-06,61,6.95662,8.082649,1.126028,8.451021,7.138454,-1.312566,1.05146,1.402536,0.351076,0.535992,0.91808,0.382088,-12.978962,-8.803857,4.175105,-12.978962,-8.803857,4.175105,26,22,-4,25.454314,21.161513,-4.292801,-7.556303,-2.512603,5.043701,1.096061,1.051109,0.97619
DE,Allemagne,binary,nominal,common,ok,false,2002-11,2026-06,284,7.19337,8.30522,1.111849,8.525142,8.291657,-0.233485,0.697481,0.851214,0.153733,0.396294,0.452368,0.056074,-18.151578,-18.359418,-0.207841,-13.427417,-8.924746,4.502671,53,54,1,31.569155,26.526715,-5.04244,-14.269626,-14.500963,-0.231337,1.076155,1.022614,0.933378
DE,Allemagne,binary,real,common,ok,false,2002-11,2026-06,284,5.059636,6.149354,1.089718,8.708899,8.38395,-0.32495,0.669174,0.825086,0.155913,0.262299,0.313223,0.050924,-19.289577,-19.632505,-0.342928,-14.74332,-10.30909,4.43423,84,90,6,29.210132,24.258103,-4.952029,-15.547821,-15.775709,-0.227888,1.054023,1.000482,0.911246
DE,Allemagne,binary,nominal,20y,ok,false,2006-06,2026-06,241,7.29717,8.059347,0.762177,9.098126,8.772267,-0.325859,0.686207,0.798583,0.112375,0.402013,0.438976,0.036963,-18.151578,-18.359418,-0.207841,-13.427417,-8.924746,4.502671,53,54,1,31.569155,26.526715,-5.04244,-14.269626,-14.500963,-0.231337,0.727138,0.674579,0.586981
DE,Allemagne,binary,real,20y,ok,false,2006-06,2026-06,241,5.116404,5.863089,0.746686,9.287151,8.870392,-0.416758,0.658578,0.773697,0.115119,0.265242,0.298642,0.0334,-19.289577,-19.632505,-0.342928,-14.74332,-10.30909,4.43423,84,90,6,29.210132,24.258103,-4.952029,-15.547821,-15.775709,-0.227888,0.711647,0.659088,0.571491
DE,Allemagne,binary,nominal,10y,ok,false,2016-06,2026-06,121,9.625312,10.78768,1.162368,8.881805,8.202468,-0.679338,0.997927,1.222285,0.224359,0.71684,0.911878,0.195038,-13.427417,-11.830177,1.597239,-13.427417,-8.924746,4.502671,19,8,-11,31.569155,26.526715,-5.04244,-5.808858,-3.190339,2.618519,1.126899,1.073696,0.985024
DE,Allemagne,binary,real,10y,ok,false,2016-06,2026-06,121,6.68013,7.81127,1.131139,9.145373,8.323699,-0.821674,0.943129,1.172124,0.228995,0.453095,0.63663,0.183535,-14.74332,-12.269708,2.473612,-14.74332,-10.30909,4.43423,22,22,0,29.210132,24.258103,-4.952029,-7.338866,-4.762882,2.575984,1.095671,1.042468,0.953796
DE,Allemagne,binary,nominal,5y,ok,false,2021-06,2026-06,61,12.825465,14.110487,1.285022,8.812104,7.61015,-1.201953,1.232792,1.596356,0.363564,0.95517,1.581052,0.625882,-13.427417,-8.924746,4.502671,-13.427417,-8.924746,4.502671,10,8,-2,31.569155,26.526715,-5.04244,-2.787059,1.853947,4.641006,1.250417,1.198508,1.111994
DE,Allemagne,binary,real,5y,ok,false,2021-06,2026-06,61,8.519605,9.755586,1.235981,9.174638,7.745318,-1.42932,1.138889,1.508637,0.369748,0.577862,0.946309,0.368447,-14.74332,-10.30909,4.43423,-14.74332,-10.30909,4.43423,22,22,0,29.210132,24.258103,-4.952029,-4.782413,-0.020166,4.762247,1.201375,1.149467,1.062952
DK,Danemark,dynamic,nominal,common,ok,true,2024-10,2026-06,21,10.500083,11.431666,0.931583,10.101142,9.168631,-0.932511,0.846081,1.033738,0.187658,1.075132,1.846409,0.771277,-9.76632,-6.191297,3.575023,-9.76632,-6.191297,3.575023,4,3,-1,21.58765,17.706336,-3.881315,-1.982837,2.675885,4.658722,0.892383,0.833582,0.735581
DK,Danemark,dynamic,real,common,ok,true,2024-10,2026-06,21,8.822958,9.740402,0.917444,10.500355,9.509628,-0.990726,0.80156,0.981543,0.179983,0.843313,1.445279,0.601966,-10.462257,-6.739461,3.722796,-10.462257,-6.739461,3.722796,5,3,-2,19.29194,15.483909,-3.808031,-3.163067,1.439559,4.602626,0.878244,0.819443,0.721442
DK,Danemark,dynamic,nominal,20y,insufficient_history,true,2024-10,2026-06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Danemark,dynamic,real,20y,insufficient_history,true,2024-10,2026-06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Danemark,dynamic,nominal,10y,insufficient_history,true,2024-10,2026-06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Danemark,dynamic,real,10y,insufficient_history,true,2024-10,2026-06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Danemark,dynamic,nominal,5y,insufficient_history,true,2024-10,2026-06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Danemark,dynamic,real,5y,insufficient_history,true,2024-10,2026-06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Danemark,binary,nominal,common,ok,true,2024-10,2026-06,21,11.389544,12.173786,0.784242,11.641525,10.581011,-1.060514,0.810533,0.965889,0.155356,0.988088,1.694882,0.706794,-11.526848,-7.182674,4.344174,-11.526848,-7.182674,4.344174,5,3,-2,26.170227,21.798929,-4.371298,-3.897137,0.722847,4.619984,0.744884,0.685846,0.587451
DK,Danemark,binary,real,common,ok,true,2024-10,2026-06,21,9.69892,10.471259,0.772339,12.163299,11.06108,-1.102219,0.763989,0.909944,0.145955,0.740948,1.212608,0.47166,-13.089885,-8.635321,4.454564,-13.089885,-8.635321,4.454564,5,5,0,23.787992,19.499229,-4.288763,-5.054317,-0.489963,4.564355,0.732981,0.673943,0.575548
DK,Danemark,binary,nominal,20y,insufficient_history,true,2024-10,2026-06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Danemark,binary,real,20y,insufficient_history,true,2024-10,2026-06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Danemark,binary,nominal,10y,insufficient_history,true,2024-10,2026-06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Danemark,binary,real,10y,insufficient_history,true,2024-10,2026-06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Danemark,binary,nominal,5y,insufficient_history,true,2024-10,2026-06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK,Danemark,binary,real,5y,insufficient_history,true,2024-10,2026-06,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,Espagne,dynamic,nominal,common,ok,false,2007-02,2026-06,233,7.06013,7.811316,0.751186,7.47575,7.146551,-0.329199,0.814122,0.956736,0.142613,0.587441,0.636939,0.049498,-12.01845,-12.26383,-0.245379,-9.124375,-4.919403,4.204972,50,36,-14,38.510413,32.454544,-6.055869,-6.524909,-7.016439,-0.491529,0.715456,0.661861,0.572537
ES,Espagne,dynamic,real,common,ok,false,2007-02,2026-06,233,4.832282,5.567836,0.735554,7.904061,7.444036,-0.460026,0.753983,0.899389,0.145406,0.347545,0.37439,0.026844,-13.904044,-14.871771,-0.967728,-10.616151,-6.480206,4.135945,57,50,-7,34.574813,28.691014,-5.883799,-6.760015,-7.250308,-0.490293,0.699824,0.64623,0.556905
ES,Espagne,dynamic,nominal,20y,insufficient_history,true,2007-02,2026-06,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,Espagne,dynamic,real,20y,insufficient_history,true,2007-02,2026-06,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,Espagne,dynamic,nominal,10y,ok,false,2016-06,2026-06,121,8.413121,9.512929,1.099808,7.246741,6.564256,-0.682486,1.055812,1.33313,0.277318,0.922049,1.25597,0.333921,-9.124375,-7.574166,1.550209,-9.124375,-4.919403,4.204972,22,8,-14,38.510413,32.454544,-6.055869,-2.062797,0.541019,2.603817,1.061196,1.003278,0.906748
ES,Espagne,dynamic,real,10y,ok,false,2016-06,2026-06,121,5.599724,6.670991,1.071267,7.778866,6.941015,-0.837852,0.958063,1.22805,0.269987,0.527472,0.938419,0.410946,-10.616151,-7.108759,3.507392,-10.616151,-6.480206,4.135945,43,19,-24,34.574813,28.691014,-5.883799,-4.961103,-0.635729,4.325374,1.032655,0.974737,0.878208
ES,Espagne,dynamic,nominal,5y,ok,false,2021-06,2026-06,61,13.785132,14.72345,0.938318,8.133889,7.076949,-1.05694,1.453567,1.803245,0.349678,1.510803,2.992934,1.482131,-9.124375,-4.919403,4.204972,-9.124375,-4.919403,4.204972,10,8,-2,38.510413,32.454544,-6.055869,0.463228,5.888392,5.425165,0.903622,0.851578,0.764838
ES,Espagne,dynamic,real,5y,ok,false,2021-06,2026-06,61,9.374827,10.276776,0.901949,8.851718,7.633981,-1.217737,1.283919,1.606873,0.322954,0.883072,1.585872,0.7028,-10.616151,-6.480206,4.135945,-10.616151,-6.480206,4.135945,31,19,-12,34.574813,28.691014,-5.883799,-4.961103,0.17114,5.132243,0.867253,0.815209,0.728469
ES,Espagne,binary,nominal,common,ok,false,2007-02,2026-06,233,7.069616,7.9431,0.873484,9.203655,8.81878,-0.384875,0.662309,0.790262,0.127953,0.439079,0.483332,0.044254,-16.10102,-16.434034,-0.333015,-7.620092,-3.005416,4.614676,50,36,-14,47.215661,40.480099,-6.735562,-11.417757,-11.895901,-0.478144,0.834542,0.776128,0.678771
ES,Espagne,binary,real,common,ok,false,2007-02,2026-06,233,4.84157,5.696878,0.855308,9.503906,9.00763,-0.496276,0.628038,0.757594,0.129555,0.274458,0.310216,0.035759,-17.640491,-18.364213,-0.723722,-9.136562,-4.597638,4.538924,57,50,-7,43.032712,36.488533,-6.544179,-11.640557,-12.117498,-0.476941,0.816365,0.757951,0.660595
ES,Espagne,binary,nominal,20y,insufficient_history,true,2007-02,2026-06,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,Espagne,binary,real,20y,insufficient_history,true,2007-02,2026-06,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES,Espagne,binary,nominal,10y,ok,false,2016-06,2026-06,121,8.985193,10.297287,1.312094,8.784294,8.033437,-0.750857,0.936133,1.186959,0.250826,0.711012,0.810493,0.099481,-12.637189,-12.704965,-0.067775,-7.620092,-3.005416,4.614676,24,17,-7,47.215661,40.480099,-6.735562,-3.217659,-1.263746,1.953913,1.271056,1.2095,1.106907
ES,Espagne,binary,real,10y,ok,false,2016-06,2026-06,121,6.156951,7.434995,1.278044,9.192874,8.295538,-0.897336,0.871313,1.119628,0.248315,0.504781,0.606177,0.101396,-12.197277,-12.265393,-0.068116,-9.136562,-4.597638,4.538924,54,24,-30,43.032712,36.488533,-6.544179,-5.653719,-1.801387,3.852331,1.237007,1.175451,1.072857
ES,Espagne,binary,nominal,5y,ok,false,2021-06,2026-06,61,15.821872,16.999533,1.177661,8.919175,7.738533,-1.180642,1.553944,1.943205,0.389261,1.883108,4.965339,3.082231,-8.402,-3.42364,4.97836,-7.620092,-3.005416,4.614676,10,8,-2,47.215661,40.480099,-6.735562,3.037175,5.882234,2.845058,1.131626,1.062575,0.947488
ES,Espagne,binary,real,5y,ok,false,2021-06,2026-06,61,11.332624,12.464638,1.132015,9.575429,8.23928,-1.336149,1.391341,1.754365,0.363024,1.198431,2.220384,1.021953,-9.456218,-5.613731,3.842487,-9.136562,-4.597638,4.538924,22,22,0,43.032712,36.488533,-6.544179,-2.526131,2.696483,5.222613,1.08598,1.016929,0.901842
FR,France,dynamic,nominal,common,ok,false,2004-06,2026-06,265,7.213398,8.234185,1.020788,7.30415,7.13789,-0.16626,0.82797,0.990265,0.162295,0.561398,0.650524,0.089126,-12.848983,-12.657771,0.191212,-11.867263,-7.226593,4.64067,27,27,0,25.352929,20.37821,-4.974719,-9.981787,-9.699362,0.282425,0.985294,0.932055,0.843322
FR,France,dynamic,real,common,ok,false,2004-06,2026-06,265,5.479437,6.483716,1.004278,7.529654,7.281316,-0.248338,0.790183,0.955059,0.164875,0.398291,0.479276,0.080984,-13.757356,-13.528155,0.229201,-13.709459,-9.165791,4.543668,27,27,0,24.374687,19.43879,-4.935896,-10.603656,-10.323181,0.280474,0.968785,0.915545,0.826813
FR,France,dynamic,nominal,20y,ok,false,2006-06,2026-06,241,6.894205,7.737895,0.84369,7.535397,7.285029,-0.250368,0.77504,0.917488,0.142448,0.536557,0.611316,0.074759,-12.848983,-12.657771,0.191212,-11.867263,-7.226593,4.64067,27,27,0,25.352929,20.37821,-4.974719,-9.981787,-9.699362,0.282425,0.809209,0.757487,0.671283
FR,France,dynamic,real,20y,ok,false,2006-06,2026-06,241,5.181698,6.011872,0.830173,7.766449,7.435254,-0.331195,0.739936,0.884549,0.144613,0.376649,0.444397,0.067748,-13.757356,-13.528155,0.229201,-13.709459,-9.165791,4.543668,27,27,0,24.374687,19.43879,-4.935896,-10.603656,-10.323181,0.280474,0.795692,0.74397,0.657767
FR,France,dynamic,nominal,10y,ok,false,2016-06,2026-06,121,8.246079,9.400111,1.154033,7.321714,6.728948,-0.592766,1.022186,1.283735,0.261549,0.694859,1.142436,0.447577,-11.867263,-8.22813,3.639132,-11.867263,-7.226593,4.64067,8,8,0,25.352929,20.37821,-4.974719,-1.440794,0.904132,2.344926,1.116765,1.060864,0.967695
FR,France,dynamic,real,10y,ok,false,2016-06,2026-06,121,6.023709,7.154048,1.130339,7.555023,6.847612,-0.707411,0.970282,1.23559,0.265308,0.439383,0.780516,0.341133,-13.709459,-9.165791,4.543668,-13.709459,-9.165791,4.543668,19,20,1,24.374687,19.43879,-4.935896,-5.012758,-0.676366,4.336392,1.093072,1.037171,0.944002
FR,France,dynamic,nominal,5y,ok,false,2021-06,2026-06,61,10.551466,11.594682,1.043216,8.115213,7.026302,-1.088911,1.058443,1.370949,0.312507,0.889124,1.604446,0.715323,-11.867263,-7.226593,4.64067,-11.867263,-7.226593,4.64067,8,8,0,25.352929,20.37821,-4.974719,-0.975804,3.612509,4.588313,1.009281,0.958379,0.873542
FR,France,dynamic,real,5y,ok,false,2021-06,2026-06,61,7.235608,8.247534,1.011926,8.637025,7.440171,-1.196854,0.964668,1.255856,0.291188,0.527782,0.899817,0.372035,-13.709459,-9.165791,4.543668,-13.709459,-9.165791,4.543668,19,20,1,24.374687,19.43879,-4.935896,-5.012758,-0.251714,4.761044,0.977991,0.927089,0.842252
FR,France,binary,nominal,common,ok,false,2004-06,2026-06,265,7.639658,8.583099,0.943442,8.588538,8.369422,-0.219115,0.753781,0.88624,0.132459,0.400863,0.448858,0.047994,-19.058013,-19.122099,-0.064086,-14.424579,-9.955984,4.468595,55,54,-1,26.931869,23.109123,-3.822746,-15.635422,-15.762088,-0.126665,0.905019,0.847386,0.75133
FR,France,binary,real,common,ok,false,2004-06,2026-06,265,5.898803,6.826987,0.928183,8.786427,8.498814,-0.287614,0.724888,0.858632,0.133745,0.296397,0.341946,0.045549,-19.90167,-19.965088,-0.063418,-16.21332,-11.838131,4.37519,60,60,0,25.941305,21.350219,-4.591086,-16.218234,-16.344025,-0.12579,0.889761,0.832127,0.736071
FR,France,binary,nominal,20y,ok,false,2006-06,2026-06,241,7.436314,8.204576,0.768262,8.886295,8.62248,-0.263815,0.718223,0.829298,0.111075,0.390194,0.429063,0.038869,-19.058013,-19.122099,-0.064086,-14.424579,-9.955984,4.468595,55,54,-1,26.931869,23.109123,-3.822746,-15.635422,-15.762088,-0.126665,0.731158,0.675503,0.582745
FR,France,binary,real,20y,ok,false,2006-06,2026-06,241,5.715122,6.471076,0.755954,9.087581,8.756321,-0.33126,0.691064,0.80354,0.112476,0.287168,0.32412,0.036952,-19.90167,-19.965088,-0.063418,-16.21332,-11.838131,4.37519,60,60,0,25.941305,21.350219,-4.591086,-16.218234,-16.344025,-0.12579,0.71885,0.663195,0.570437
FR,France,binary,nominal,10y,ok,false,2016-06,2026-06,121,9.518919,10.641867,1.122949,8.678573,8.122133,-0.55644,1.009036,1.216422,0.207386,0.65991,0.876381,0.216472,-14.424579,-12.142964,2.281614,-14.424579,-9.955984,4.468595,10,10,0,26.931869,23.109123,-3.822746,-2.937592,0.178751,3.116344,1.086662,1.032233,0.941517
FR,France,binary,real,10y,ok,false,2016-06,2026-06,121,7.270417,8.37031,1.099894,8.905129,8.250641,-0.654488,0.963176,1.172891,0.209715,0.448422,0.687014,0.238592,-16.21332,-12.183606,4.029715,-16.21332,-11.838131,4.37519,21,21,0,25.941305,21.350219,-4.591086,-5.241379,-1.390384,3.850995,1.063607,1.009178,0.918462
FR,France,binary,nominal,5y,ok,false,2021-06,2026-06,61,11.108767,12.165815,1.057048,8.972997,7.843514,-1.129483,1.019368,1.300927,0.281558,0.770128,1.22196,0.451832,-14.424579,-9.955984,4.468595,-14.424579,-9.955984,4.468595,10,10,0,26.931869,21.82539,-5.106479,-2.937592,1.639186,4.576779,1.02018,0.964879,0.87271
FR,France,binary,real,5y,ok,false,2021-06,2026-06,61,7.776193,8.801536,1.025343,9.527633,8.30313,-1.224504,0.931233,1.192055,0.260822,0.479618,0.74349,0.263873,-16.21332,-11.838131,4.37519,-16.21332,-11.838131,4.37519,21,21,0,25.941305,20.874677,-5.066628,-5.241379,-0.77323,4.468148,0.988475,0.933174,0.841005
GB,Royaume-Uni,dynamic,nominal,common,ok,false,1997-10,2025-12,339,7.445656,8.60407,1.158415,6.559082,6.626696,0.067614,0.695728,0.863439,0.167712,0.657242,0.760116,0.102874,-11.328635,-11.319412,0.009223,0,0,0,38,38,0,33.130275,28.082105,-5.048169,-8.85956,-8.320021,0.539539,1.122527,1.068695,0.978975
GB,Royaume-Uni,dynamic,real,common,ok,false,1997-10,2025-12,339,4.860737,5.991283,1.130546,6.748063,6.769946,0.021883,0.659975,0.824836,0.164862,0.314727,0.386063,0.071336,-15.44431,-15.518921,-0.074612,0,0,0,58,58,0,28.785549,23.902127,-4.883422,-10.676164,-10.147379,0.528785,1.094658,1.040826,0.951106
GB,Royaume-Uni,dynamic,nominal,20y,ok,false,2005-12,2025-12,241,7.510809,8.155993,0.645184,7.041108,6.954123,-0.086985,0.796177,0.898914,0.102736,0.662993,0.720531,0.057538,-11.328635,-11.319412,0.009223,0,0,0,38,38,0,33.130275,28.082105,-5.048169,-8.85956,-8.320021,0.539539,0.608087,0.552441,0.459698
GB,Royaume-Uni,dynamic,real,20y,ok,false,2005-12,2025-12,241,4.46845,5.095376,0.626926,7.266813,7.113634,-0.153178,0.749618,0.85389,0.104272,0.289327,0.328333,0.039007,-15.44431,-15.518921,-0.074612,0,0,0,58,58,0,28.785549,23.902127,-4.883422,-10.676164,-10.147379,0.528785,0.589829,0.534183,0.441441
GB,Royaume-Uni,dynamic,nominal,10y,ok,false,2015-12,2025-12,121,9.215775,9.932285,0.716509,6.413702,6.176554,-0.237148,1.161009,1.32159,0.160581,1.632933,1.814757,0.181824,-5.643696,-5.473067,0.170629,0,0,0,16,9,-7,33.130275,28.082105,-5.048169,-0.992578,1.68719,2.679768,0.679587,0.624203,0.531897
GB,Royaume-Uni,dynamic,real,10y,ok,false,2015-12,2025-12,121,5.628105,6.321077,0.692972,6.669462,6.372018,-0.297444,1.079811,1.238968,0.159158,0.430063,0.788187,0.358124,-13.086694,-8.01977,5.066924,0,0,0,49,23,-26,28.785549,23.902127,-4.883422,-6.423787,-1.164729,5.259057,0.65605,0.600666,0.508361
GB,Royaume-Uni,dynamic,nominal,5y,ok,false,2020-12,2025-12,61,11.298406,12.236882,0.938476,6.186717,5.768557,-0.41816,1.324833,1.583558,0.258725,2.397763,4.451242,2.053479,-4.712061,-2.749094,1.962967,0,0,0,8,7,-1,33.130275,28.082105,-5.048169,1.384007,5.415768,4.031761,0.915939,0.882135,0.825793
